ID,Word 1,Word 2,PoS,participant 1,participant 2,participant 3,participant 4,participant 5,participant 6,participant 7,participant 8,participant 9,participant 10
823,cannelle,bonbon,nouns,0,3,1,1,1,3,2,1,0,3
824,croyance,impression,nouns,0,4,4,3,3,4,2,1,3,4
825,serpent,lézard,nouns,1,4,3,3,4,3,4,2,3,5
826,destruction,construction,nouns,1,1,3,1,1,3,4,3,1,3
827,viande,pain,nouns,0,3,2,1,1,3,3,2,1,3
828,dictionnaire,définition,nouns,0,4,4,2,4,4,2,4,1,5
829,auxiliaire,servante,nouns,2,4,5,2,1,2,5,1,2,1
830,frais,paiement,nouns,0,5,4,3,4,4,3,4,3,5
831,plage,mer,nouns,3,4,4,1,2,4,4,3,6,4
832,bateau,arbre,nouns,0,2,0,1,0,1,0,0,0,0
833,rayon,soleil,nouns,1,4,4,3,4,4,2,2,3,4
834,cerise,fraise,nouns,1,4,3,2,2,4,4,2,3,4
835,poème,rythme,nouns,0,4,4,1,2,4,2,2,0,3
836,madame,monsieur,nouns,1,4,3,2,2,5,5,5,1,5
837,mètre,centimètre,nouns,1,4,3,1,4,4,5,3,3,5
838,activité,mouvement,nouns,3,5,4,2,5,5,2,3,4,5
839,gens,pistolet,nouns,0,2,0,0,1,0,0,1,0,0
840,os,genou,nouns,0,4,4,1,4,3,3,4,1,3
841,fenêtre,porte,nouns,1,4,3,1,1,4,4,3,1,4
842,bras,corps,nouns,1,4,3,1,1,3,3,3,1,4
843,hiver,saison,nouns,3,4,3,2,4,4,4,4,4,4
844,clé,verrou,nouns,0,4,4,3,2,5,2,2,1,4
845,roi,dirigeant,nouns,5,5,5,4,5,4,5,5,6,5
846,tremblement de terre,secousse,nouns,4,5,5,5,4,6,6,4,6,5
847,marié,mariée,nouns,3,5,4,2,2,5,5,6,3,5
848,cou,colonne vertébrale,nouns,1,4,3,1,1,4,3,3,3,4
849,ami,copain,nouns,6,6,5,4,6,6,6,6,6,5
850,alliage,acier,nouns,5,5,4,2,4,4,5,2,1,4
851,anniversaire,année,nouns,0,5,3,2,2,4,2,4,1,4
852,type,partenaire,nouns,0,4,2,2,2,4,2,1,1,0
853,garçon,partenaire,nouns,0,4,2,2,2,4,3,1,3,1
854,bague,fiançailles,nouns,0,4,4,2,4,3,1,1,1,4
855,journal,information,nouns,0,5,4,3,5,3,4,3,5,4
856,gens,fête,nouns,0,3,2,0,2,1,0,1,0,3
857,corps,épaule,nouns,1,4,2,1,1,3,2,3,1,4
858,société,affaire,nouns,0,2,3,2,2,6,4,2,5,1
859,polyèdre,acteur,nouns,0,0,0,0,0,0,0,0,0,0
860,nuage,tempête,nouns,0,3,3,1,3,3,1,2,1,4
861,boue,saleté,nouns,2,5,4,4,4,4,3,2,2,4
862,mot,journal,nouns,0,3,2,2,2,2,2,2,1,4
863,condition,garçon,nouns,0,1,0,0,0,0,0,0,0,0
864,pierre,mine,nouns,0,4,2,1,4,1,2,2,1,3
865,ville,municipalité,nouns,6,5,5,4,6,6,4,6,6,5
866,abondance,profusion,nouns,6,6,6,6,6,6,6,4,6,6
867,campagne,singe,nouns,0,1,0,0,0,0,0,0,0,0
868,éditorial,nouvelle,nouns,5,4,4,1,4,2,3,4,5,2
869,homme,oncle,nouns,1,4,3,1,4,5,3,1,1,3
870,argent,capital,nouns,6,5,4,5,4,4,4,5,3,5
871,réalité,fantastique,nouns,0,3,3,1,1,4,2,1,1,3
872,salade,vinaigre,nouns,0,3,3,1,2,3,2,1,0,3
873,garçon,soldat,nouns,0,3,2,1,2,4,2,1,2,1
874,déjeuner,souper,nouns,2,5,3,1,2,4,4,2,1,4
875,choix,veine,nouns,0,2,3,0,0,0,0,0,0,0
876,impôt,revenu,nouns,0,4,4,1,2,3,1,2,1,3
877,bateau,voiture,nouns,0,3,2,0,2,4,3,2,1,4
878,rive,côte,nouns,4,5,5,5,4,5,6,4,6,5
879,communication,nouvelle,nouns,5,5,4,3,2,4,2,1,5,3
880,droit,justice,nouns,0,5,5,4,4,5,4,4,5,5
881,repas,taille,nouns,0,2,1,0,0,0,0,0,0,0
882,princesse,île,nouns,0,0,0,0,1,4,0,0,0,0
883,journal,bain,nouns,0,0,0,0,0,0,0,0,0,0
884,danger,maladie,nouns,1,3,2,1,2,1,0,1,1,2
885,collecte de fonds,développement,nouns,0,4,2,3,1,1,3,1,2,2
886,souris,chat,nouns,1,3,3,1,1,3,4,2,1,3
887,appartement,hôtel,nouns,1,4,2,1,1,4,4,2,3,4
888,robe,danse,nouns,0,3,2,1,1,1,0,0,0,1
889,cours,concours,nouns,0,3,2,0,2,3,0,0,0,3
890,fille,gamin,nouns,0,4,2,1,2,4,3,1,1,3
891,bain,astuce,nouns,0,0,0,0,0,0,0,0,0,0
892,club,marque,nouns,0,2,0,0,0,2,0,0,0,1
893,fille,bonne,nouns,0,2,2,1,0,1,2,1,0,1
894,syntagme,mot,nouns,5,5,5,3,5,4,4,4,0,4
895,chien,cheval,nouns,1,3,2,1,2,3,3,2,1,3
896,écran,moniteur,nouns,6,6,3,6,6,6,5,6,6,4
897,gouvernement,lézard,nouns,0,0,0,0,0,0,0,0,0,0
898,week-end,semaine,nouns,1,3,2,1,4,4,3,4,3,5
899,désespoir,misère,nouns,2,4,5,2,4,5,4,3,4,4
900,multiplication,division,nouns,1,4,3,2,2,5,4,3,1,4
901,piano,harmonie,nouns,0,3,3,1,1,3,3,2,1,3
902,intestin,nerf,nouns,0,3,1,1,1,3,2,1,0,3
903,soleil,ciel,nouns,0,4,3,1,1,4,3,2,2,4
904,médecin,professeur,nouns,2,4,3,1,4,5,3,1,2,4
905,philosophe,course,nouns,0,3,0,0,0,0,0,0,0,0
906,bras,genou,nouns,1,3,2,1,1,4,4,2,0,4
907,administration,gestion,nouns,6,3,4,6,4,6,4,6,5,5
908,palais,gratte-ciel,nouns,1,3,2,1,1,4,3,1,1,3
909,cheville,fenêtre,nouns,0,0,0,0,0,0,0,0,0,0
910,estomac,veine,nouns,0,3,1,0,1,3,2,1,0,2
911,page,paragraphe,nouns,1,4,3,2,2,2,4,2,2,4
912,sénat,constitution,nouns,0,4,4,1,2,4,2,2,0,5
913,haut,côté,nouns,0,3,1,1,2,3,4,3,1,3
914,plage,rivage,nouns,5,5,4,4,5,5,4,5,5,5
915,voiture,calèche,nouns,6,5,3,5,5,6,4,3,2,4
916,boussole,éléphant,nouns,0,0,0,0,0,0,0,0,0,0
917,réservoir,voiture,nouns,0,3,3,1,2,2,1,1,0,1
918,coucher de soleil,table,nouns,0,0,0,0,0,0,0,0,0,0
919,frontière,limite,nouns,6,6,5,6,6,6,6,5,6,4
920,bois,couverture,nouns,0,2,0,0,0,1,0,0,0,0
921,chemise,cardigan,nouns,1,3,3,2,5,4,4,2,2,4
922,menu,commande,nouns,0,3,3,1,4,3,2,1,2,4
923,chef,maire,nouns,1,4,4,2,3,4,4,1,4,4
924,acteur,chanteur,nouns,1,4,3,2,2,4,3,2,2,4
925,force,aptitude,nouns,2,4,4,4,4,5,4,2,2,3
926,médaille,basket,nouns,0,2,0,0,1,1,0,1,0,0
927,liberté,oasis,nouns,0,3,1,0,0,0,0,0,0,0
928,pointeur,transparent,nouns,0,2,0,0,0,0,0,0,0,0
929,tunnel,chemin,nouns,3,3,1,1,2,3,3,1,1,3
930,cube,jouet,nouns,0,4,2,2,3,4,4,1,1,3
931,rat,souris,nouns,4,5,4,4,4,5,5,3,5,5
932,église,cathédrale,nouns,6,5,5,4,4,5,5,4,5,4
933,bière,alcool,nouns,5,4,3,2,3,4,4,3,5,4
934,réalisateur,patron,nouns,4,2,1,2,1,3,3,1,2,3
935,logiciel malveillant,virus,nouns,6,5,6,5,5,6,6,4,6,5
936,absence,présence,nouns,1,2,3,1,1,3,4,3,1,3
937,pied,tête,nouns,0,3,2,1,1,4,4,2,1,4
938,mathématicien,spectacle,nouns,0,2,0,0,0,0,0,0,0,0
939,ère,décennie,nouns,1,4,4,2,2,4,4,3,3,4
940,musique,mélodie,nouns,5,5,5,4,6,6,5,5,5,5
941,siècle,année,nouns,1,4,3,1,2,4,4,3,2,4
942,coude,cheville,nouns,1,3,3,2,2,4,4,3,2,4
943,lettre,paragraphe,nouns,1,3,3,2,2,4,2,1,1,3
944,corps,nerf,nouns,1,3,2,1,1,3,1,1,0,3
945,sable,pied,nouns,0,2,2,1,0,1,0,0,0,0
946,anarchie,chaos,nouns,1,5,6,6,2,6,5,3,6,4
947,ballade,chanson,nouns,6,5,5,5,4,6,5,2,5,5
948,garçon,fils,nouns,6,4,3,4,4,6,6,2,6,4
949,flic,copilote,nouns,0,2,0,1,0,1,0,0,1,3
950,coucher de soleil,lever de soleil,nouns,1,3,3,2,2,4,4,4,2,4
951,orteil,doigt,nouns,5,4,3,2,3,4,5,5,4,4
952,adulte,tuteur,nouns,0,4,2,3,4,5,2,1,5,3
953,infini,zéro,nouns,0,3,3,1,2,3,4,1,1,4
954,voiture,usine,nouns,0,3,2,1,1,1,0,1,0,2
955,cabine,cabane,nouns,0,3,1,3,4,3,0,0,2,3
956,télescope,chaise,nouns,0,1,1,0,0,2,0,0,0,0
957,conspirateur,stratège,nouns,1,4,4,3,2,6,4,2,5,3
958,voiture,camion,nouns,2,4,3,2,4,5,4,2,3,4
959,violon,instrument,nouns,3,4,3,1,4,4,4,3,4,4
960,sol,terrasse,nouns,1,4,1,3,4,4,3,2,1,3
961,code,symbole,nouns,4,5,5,2,4,3,3,1,2,5
962,mot-clé,syntaxe,nouns,0,3,3,1,1,3,1,1,0,0
963,nerf,cerveau,nouns,1,3,3,1,2,2,2,2,2,4
964,situation,condition,nouns,6,4,5,6,4,3,5,5,6,4
965,pain,fromage,nouns,1,4,3,2,1,3,3,1,1,3
966,jus,cuillère,nouns,0,3,2,1,1,1,1,0,0,1
967,viande,sandwich,nouns,0,3,1,2,3,3,3,1,1,2
968,wagon,voiture,nouns,6,5,5,6,4,6,3,6,6,5
969,curseur,frites,nouns,0,0,1,0,0,0,0,0,0,1
970,joie,fierté,nouns,1,3,4,4,4,5,3,2,3,3
971,nuage,brume,nouns,4,4,5,4,5,4,3,2,4,5
972,bois,rondin,nouns,5,4,3,4,4,4,3,1,5,4
973,enseignant,étudiant,nouns,0,3,3,2,2,4,4,3,1,4
974,animal,personne,nouns,0,2,0,0,2,4,3,1,0,3
975,ciel,rêve,nouns,0,3,0,1,1,3,0,0,0,0
976,héroïne,héros,nouns,5,5,3,4,5,5,5,5,5,5
977,date,calendrier,nouns,0,4,3,3,4,4,2,3,2,5
978,offre,donation,nouns,1,4,2,5,2,6,5,6,5,5
979,manuscrit,article,nouns,0,5,2,2,3,4,4,1,1,4
980,science,psychologie,nouns,3,3,2,1,3,4,3,2,1,5
981,société,culture,nouns,5,3,4,2,3,2,4,1,3,5
982,coton,pull-over,nouns,1,2,3,1,2,3,2,2,0,2
983,livre,thème,nouns,0,3,2,1,1,2,0,1,0,3
984,liberté,censure,nouns,0,3,3,2,2,3,0,1,1,3
985,sorcier,câble,nouns,0,0,0,0,0,0,0,0,0,0
986,vin,liqueur,nouns,1,3,2,2,4,4,3,2,4,3
987,champion,gagnant,nouns,6,5,4,5,6,6,5,5,6,5
988,scénariste,télévision,nouns,0,3,2,2,2,3,1,1,0,3
989,livre,littérature,nouns,0,4,4,2,4,4,3,2,4,5
990,chien,renard,nouns,1,3,2,1,2,4,3,2,2,3
991,os,cou,nouns,1,3,2,1,1,3,3,2,1,3
992,président,maire,nouns,0,3,2,4,2,4,4,1,4,4
993,syllabe,lemme,nouns,0,3,1,2,4,4,3,4,1,0
994,phonologie,écran,nouns,0,1,0,0,0,0,0,0,0,0
995,homme,suspect,nouns,0,2,2,2,3,4,0,1,0,1
996,dentiste,colonel,nouns,0,1,0,0,0,1,0,1,0,2
997,illustration,ampoule,nouns,0,2,0,1,0,0,0,0,0,0
998,barreau,prison,nouns,4,4,3,2,4,1,2,2,3,4
999,menthe,gomme,nouns,0,3,2,2,2,0,0,1,0,0
1000,tableau,liste,nouns,6,4,3,4,0,3,5,1,4,1
1001,aviation,vol,nouns,5,4,3,2,4,2,2,0,2,4
1002,campus,université,nouns,6,5,4,4,5,4,4,4,5,5
1003,ongle,main,nouns,1,4,4,2,3,4,3,1,2,3
1004,eczéma,dermatite,nouns,5,5,5,6,4,6,6,6,6,6
1005,opinion,idée,nouns,5,5,4,4,6,6,4,3,6,5
1006,mètre,pouce,nouns,1,5,4,2,1,4,4,2,3,4
1007,avalanche,neige,nouns,0,4,3,3,3,4,2,4,1,4
1008,agression,hostilité,nouns,5,5,4,2,3,4,4,4,2,5
1009,régime,salade,nouns,0,4,3,1,1,2,1,1,1,3
1010,douleur,peine,nouns,6,5,5,6,4,5,5,5,6,5
1011,père,parent,nouns,6,4,4,4,3,5,5,6,5,5
1012,ami,mère,nouns,0,2,1,0,1,4,3,2,0,4
1013,décoration,parure,nouns,5,5,3,4,4,4,5,1,4,4
1014,traducteur,étranger,nouns,0,4,3,1,2,3,1,2,0,0
1015,dictionnaire,encyclopédie,nouns,5,5,5,4,4,5,4,5,5,6
1016,pain,farine,nouns,0,5,3,2,2,4,3,2,1,4
1017,chapeau,manteau,nouns,1,4,3,1,1,4,4,2,1,3
1018,carte,pont,nouns,0,3,1,0,1,0,0,0,0,0
1019,véhicule,autobus,nouns,3,5,2,3,4,5,4,6,4,4
1020,foule,défilé,nouns,2,4,4,4,4,4,0,1,1,4
1021,abri,cabane,nouns,3,5,4,6,5,4,4,1,4,5
1022,objectif,quête,nouns,6,5,5,4,4,5,3,5,5,6
1023,alimentation,programme,nouns,2,3,1,1,1,1,1,1,0,0
1024,candidat,candidature,nouns,0,4,4,2,4,3,1,4,2,4
1025,membre,jambe,nouns,5,4,2,2,4,4,4,3,5,4
1026,criminalité,vol,nouns,0,4,4,2,3,3,2,3,2,5
1027,affaire,entreprise,nouns,5,4,4,4,1,4,4,3,5,4
1028,neuropsychologie,parapsychologie,nouns,0,4,3,3,2,3,3,2,2,4
1029,sang,corps,nouns,4,4,2,1,1,4,1,2,1,4
1030,fraternité,base-ball,nouns,0,2,1,0,0,0,0,1,0,0
1031,femme,mari,nouns,5,4,3,2,3,5,4,5,1,5
1032,tsunami,mer,nouns,0,4,3,2,2,1,1,2,2,4
1033,bouche,lèvre,nouns,5,4,4,3,3,4,4,4,5,5
1034,régime,pomme,nouns,0,2,2,0,1,2,1,1,1,2
1035,carte,carré,nouns,0,3,0,1,0,1,1,1,0,1
1036,biotope,biologie,nouns,0,4,2,2,4,4,1,0,1,3
1037,tringle,rideau,nouns,0,4,3,2,2,4,2,3,1,3
1038,prairie,pâturage,nouns,0,6,4,5,5,6,5,4,4,6
1039,pollinisation,étamine,nouns,0,4,3,3,2,4,2,0,1,4
1040,clocher,chapelle,nouns,0,4,3,4,2,4,3,2,1,4
1041,récit,sujet,nouns,1,3,2,3,3,2,2,1,1,2
1042,enfant,adulte,nouns,0,3,2,2,2,4,4,2,1,4
1043,crèche,maternelle,nouns,1,5,3,3,4,5,5,2,4,5
1044,long métrage,film,nouns,6,6,6,5,6,6,6,6,6,6
1045,emploi,gestion,nouns,1,4,2,1,2,5,2,1,1,3
1046,simulation,robotique,nouns,0,4,1,1,1,0,3,1,0,4
1047,auteur,lecteur,nouns,0,4,3,2,1,4,3,2,0,4
1048,ver à soie,chenille,nouns,2,5,3,4,4,4,4,3,3,4
1049,hystérie,désarroi,nouns,1,3,2,2,2,4,2,1,3,3
1050,sang,chair,nouns,5,4,3,3,1,5,3,3,3,4
1051,perspective,distance,nouns,4,4,4,3,2,3,2,2,4,3
1052,délicieux,enjoué,adjectives,3,3,3,1,0,1,0,1,0,1
1053,ordinaire,banal,adjectives,6,6,6,4,6,6,6,6,6,6
1054,contraire,unique,adjectives,0,3,0,0,0,2,0,0,0,0
1055,malheureux,furieux,adjectives,1,4,2,4,4,4,1,1,1,2
1056,désordonné,propre,adjectives,0,1,3,1,1,3,3,1,0,2
1057,étroit,svelte,adjectives,4,2,3,3,3,4,2,2,2,1
1058,impossible,faisable,adjectives,0,1,3,1,1,3,3,2,0,3
1059,désincarné,spirituel,adjectives,6,5,3,3,5,6,4,2,3,5
1060,collant,sale,adjectives,2,3,3,2,1,3,4,1,2,4
1061,stupide,idiot,adjectives,6,6,6,6,6,6,6,6,6,6
1062,difficile,ardu,adjectives,6,6,6,6,6,6,6,6,6,6
1063,coupable,honteux,adjectives,2,4,4,2,2,4,2,1,5,4
1064,ordonné,désordonné,adjectives,0,1,3,1,1,3,4,3,1,3
1065,ennuyeux,médiocre,adjectives,1,3,6,4,2,5,3,1,2,4
1066,énorme,stupide,adjectives,0,2,5,1,0,2,0,0,2,1
1067,insensé,fou,adjectives,5,5,6,6,6,6,6,6,6,6
1068,modeste,flexible,adjectives,0,3,0,0,0,1,0,0,0,0
1069,mal,épouvantable,adjectives,1,4,5,2,2,4,4,4,2,4
1070,nécessiteux,impuissant,adjectives,1,4,3,1,1,2,2,1,2,4
1071,innocent,naïf,adjectives,5,5,6,5,6,6,6,4,5,5
1072,faux,réel,adjectives,0,1,3,1,1,3,3,2,0,3
1073,immature,irresponsable,adjectives,5,5,6,4,5,6,5,6,4,5
1074,long,étroit,adjectives,0,2,3,2,1,4,1,1,0,3
1075,vite,rapide,adjectives,6,5,6,6,6,5,4,6,6,5
1076,sournois,étrange,adjectives,0,4,3,1,1,3,1,2,0,3
1077,créatif,innovant,adjectives,5,6,6,5,5,6,6,6,5,6
1078,fier,arrogant,adjectives,4,5,5,5,6,5,6,2,4,4
1079,abordable,bon marché,adjectives,6,6,6,6,5,6,6,5,5,6
1080,médiocre,convenable,adjectives,2,3,2,3,2,3,0,0,1,3
1081,stupide,rare,adjectives,0,2,0,0,0,1,0,0,0,0
1082,intelligent,stupide,adjectives,0,1,3,1,1,3,3,2,0,3
1083,cruel,injuste,adjectives,2,6,5,4,1,5,4,6,5,4
1084,modeste,pur,adjectives,1,3,0,2,1,3,1,0,2,3
1085,terne,ennuyé,adjectives,3,4,0,2,0,0,2,0,2,1
1086,vulnérable,facile,adjectives,3,2,0,1,0,2,0,0,0,2
1087,incertain,effrayé,adjectives,0,3,1,1,0,0,2,0,0,4
1088,inhabituel,rare,adjectives,6,5,5,4,5,6,6,3,6,6
1089,ordinaire,froid,adjectives,0,3,0,0,0,1,0,0,0,0
1090,merveilleux,génial,adjectives,5,5,5,5,5,6,6,6,5,6
1091,bizarre,étrange,adjectives,6,6,6,6,6,6,6,6,6,6
1092,national,gros,adjectives,1,2,0,0,0,0,0,0,0,0
1093,facile,dur,adjectives,0,1,3,1,1,3,0,2,0,3
1094,vieux,nouveau,adjectives,0,1,3,1,1,3,3,2,0,3
1095,brut,grossier,adjectives,5,5,3,6,5,5,6,5,6,6
1096,fatigué,affamé,adjectives,1,4,2,1,2,2,2,1,2,4
1097,facile,difficile,adjectives,0,1,3,1,1,3,3,2,0,3
1098,récent,nouveau,adjectives,6,6,5,6,6,6,5,6,6,6
1099,légitime,illégal,adjectives,0,0,2,1,1,3,2,1,0,3
1100,mature,sophistiqué,adjectives,4,2,0,1,0,1,4,1,1,0
1101,humble,modeste,adjectives,6,6,6,6,6,6,6,6,6,6
1102,immature,adulte,adjectives,0,1,2,1,1,3,2,1,0,3
1103,cuit,bouilli,adjectives,5,5,4,4,1,5,2,3,5,5
1104,large,étroit,adjectives,0,1,3,1,1,3,3,3,0,3
1105,élastique,flexible,adjectives,6,6,5,4,5,4,6,2,5,4
1106,courroucé,hésitant,adjectives,0,2,2,2,1,1,0,0,0,0
1107,confiant,sûr,adjectives,6,6,5,6,5,6,6,5,5,6
1108,heureux,enjoué,adjectives,6,5,5,5,6,6,2,5,4,5
1109,audacieux,fier,adjectives,1,4,3,3,4,4,2,1,0,4
1110,difficile,simple,adjectives,0,1,3,1,1,3,3,3,0,3
1111,terne,marrant,adjectives,0,1,3,1,0,0,0,0,0,0
1112,délicieux,merveilleux,adjectives,2,5,3,6,4,5,6,2,3,4
1113,formel,bon,adjectives,1,4,0,1,0,4,0,0,0,2
1114,artificiel,faux,adjectives,6,3,4,4,5,5,6,2,6,5
1115,terne,passionnant,adjectives,0,1,3,1,1,0,0,0,0,0
1116,manifeste,confidentiel,adjectives,0,2,0,1,0,3,0,0,0,2
1117,modeste,honteux,adjectives,0,3,0,2,1,1,0,1,0,3
1118,crédule,stupide,adjectives,4,5,4,5,3,4,4,2,3,4
1119,affamé,assoiffé,adjectives,5,4,3,4,3,4,4,4,5,5
1120,sûr,fastidieux,adjectives,0,3,0,0,0,1,0,0,0,0
1121,sobre,ivre,adjectives,0,1,3,1,1,3,3,3,0,3
1122,illégal,immoral,adjectives,1,5,3,3,2,5,3,3,2,5
1123,mal,terrible,adjectives,4,5,3,4,2,5,4,5,4,4
1124,bon,connu,adjectives,0,3,2,0,0,4,2,1,0,1
1125,occupé,paresseux,adjectives,0,2,2,0,0,2,0,0,0,3
1126,brut,laid,adjectives,0,4,0,2,0,0,3,1,0,2
1127,neutre,indécis,adjectives,5,4,4,2,1,0,3,2,4,3
1128,vieux,mixte,adjectives,0,1,0,0,0,0,0,0,0,0
1129,triste,terrible,adjectives,3,4,1,4,2,6,3,1,0,4
1130,vite,rapide,adjectives,6,5,5,6,6,5,3,6,6,5
1131,timide,effrayé,adjectives,2,3,3,1,2,1,3,2,2,3
1132,facile,gros,adjectives,1,2,0,0,0,0,0,0,1,0
1133,droit,incurvé,adjectives,0,1,2,1,1,3,3,2,0,3
1134,collant,humide,adjectives,3,3,2,0,1,2,2,1,1,4
1135,incroyable,ordinaire,adjectives,0,1,2,1,0,3,2,1,0,3
1136,violent,fâché,adjectives,1,4,3,1,2,4,2,2,1,2
1137,similaire,ressemblant,adjectives,6,6,4,6,6,6,6,5,6,5
1138,enthousiasmé,effrayé,adjectives,0,2,2,0,1,3,3,1,0,2
1139,violent,passif,adjectives,0,1,2,1,0,1,0,1,0,1
1140,certain,nerveux,adjectives,0,2,0,0,0,1,0,0,0,0
1141,agressif,incurvé,adjectives,0,0,0,0,0,0,0,0,0,0
1142,légal,permis,adjectives,0,6,4,6,6,6,6,6,5,6
1143,bizarre,étrange,adjectives,6,6,6,6,6,6,6,6,6,6
1144,sûr,légal,adjectives,0,4,0,4,4,5,1,0,2,1
1145,radical,violent,adjectives,5,5,3,4,2,6,1,1,4,3
1146,court,long,adjectives,0,1,3,1,1,3,3,3,0,3
1147,fou,content,adjectives,0,3,1,0,1,4,0,1,1,2
1148,précieux,spécial,adjectives,5,4,2,2,4,0,4,4,5,4
1149,étroit,vaste,adjectives,0,1,0,1,1,3,1,1,0,3
1150,précis,faux,adjectives,0,2,0,1,1,1,0,0,0,0
1151,mixte,combiné,adjectives,5,5,4,4,5,5,5,6,6,5
1152,étrange,ordinaire,adjectives,0,2,2,1,1,3,3,1,0,3
1153,ennuyeux,fatigué,adjectives,2,3,2,1,1,2,0,1,0,4
1154,flexible,lâche,adjectives,3,3,0,3,0,0,0,0,0,3
1155,stupide,intelligent,adjectives,0,1,2,1,1,3,2,2,0,3
1156,certain,sûr,adjectives,6,6,6,6,6,6,6,6,6,6
1157,mal,médiocre,adjectives,2,4,0,4,5,4,3,3,5,4
1158,gros,lourd,adjectives,0,5,4,3,5,5,5,4,4,4
1159,agréable,généreux,adjectives,0,5,2,2,2,4,3,1,2,3
1160,grand,gros,adjectives,6,4,2,4,4,2,6,2,4,4
1161,dédaigneux,méprisant,adjectives,6,6,6,6,6,6,6,6,6,6
1162,rouge,bleu,adjectives,0,3,2,1,2,4,4,2,1,4
1163,sournois,dur,adjectives,0,3,1,0,0,3,0,0,0,0
1164,violent,doux,adjectives,0,1,2,1,1,3,3,2,0,0
1165,rugueux,frigide,adjectives,0,2,0,0,0,0,1,0,0,0
1166,bon marché,abordable,adjectives,6,6,6,6,5,6,6,5,5,6
1167,connu,national,adjectives,0,4,2,0,0,1,3,1,3,2
1168,grossier,critique,adjectives,0,4,2,0,0,0,0,1,0,0
1169,stupide,intelligent,adjectives,0,1,2,1,1,3,3,3,0,3
1170,flexible,mobile,adjectives,3,6,4,5,3,6,4,1,3,4
1171,pauvre,fier,adjectives,0,2,0,1,0,3,0,0,0,0
1172,timide,coûteux,adjectives,0,2,0,0,0,0,0,0,0,0
1173,malade,fou,adjectives,6,4,5,5,4,5,6,6,6,2
1174,moderne,ancien,adjectives,0,1,3,1,1,3,3,3,0,3
1175,bizarre,étrange,adjectives,6,6,6,6,6,6,6,6,6,6
1176,honnête,coupable,adjectives,1,1,0,1,1,3,2,1,0,2
1177,stupide,dense,adjectives,0,1,0,0,0,0,0,0,0,0
1178,cinquième,haut,adjectives,0,1,1,1,0,0,0,0,0,0
1179,mal,coupable,adjectives,2,4,1,2,2,4,2,1,5,4
1180,précieux,sacré,adjectives,5,6,5,2,4,5,4,5,4,5
1181,svelte,mince,adjectives,6,5,5,6,6,6,6,6,6,4
1182,propre,impeccable,adjectives,5,5,5,6,6,6,6,5,5,5
1183,privé,public,adjectives,0,2,3,1,1,3,3,3,1,3
1184,tranchant,terne,adjectives,0,1,0,0,0,0,0,0,0,0
1185,sérieux,marrant,adjectives,0,2,3,1,1,3,3,1,0,3
1186,puissant,fort,adjectives,6,5,5,6,6,5,6,6,6,5
1187,nouveau,ancien,adjectives,0,1,3,1,1,3,3,3,0,3
1188,précieux,paresseux,adjectives,0,2,0,0,0,0,0,0,0,0
1189,informe,amorphe,adjectives,0,5,1,6,0,5,5,0,5,6
1190,mal,immoral,adjectives,4,5,3,4,4,6,4,2,6,5
1191,rationnel,sobre,adjectives,1,3,2,0,0,4,0,1,1,1
1192,gros,vaste,adjectives,4,5,0,5,5,5,3,1,4,4
1193,crucial,important,adjectives,6,6,5,6,6,6,6,6,5,5
1194,merveilleux,terrifiant,adjectives,0,4,3,2,1,3,1,1,0,3
1195,étrange,bizarre,adjectives,6,6,6,6,6,6,6,6,6,6
1196,heureux,furieux,adjectives,0,2,2,1,1,3,0,1,0,3
1197,connu,populaire,adjectives,5,6,4,6,6,6,6,6,4,5
1198,incurvé,courbé,adjectives,6,6,6,6,6,6,6,6,6,6
1199,nécessaire,important,adjectives,2,5,4,5,5,6,6,4,5,5
1200,extraconjugal,tabou,adjectives,0,5,3,0,1,4,0,1,0,4
1201,fort,fier,adjectives,1,4,0,2,1,2,2,1,1,4
1202,heureux,jeune,adjectives,0,4,2,1,0,0,0,0,0,0
1203,fini,achevé,adjectives,6,6,6,6,6,6,6,6,6,6
1204,stupide,idiot,adjectives,6,6,6,6,6,6,6,6,6,6
1205,mineur,important,adjectives,0,2,0,1,1,3,3,1,0,3
1206,sale,incroyable,adjectives,4,2,0,0,0,1,0,0,0,0
1207,chargé,lourd,adjectives,5,6,4,5,4,4,3,5,4,5
1208,solitaire,pauvre,adjectives,0,3,1,1,0,1,1,1,0,2
1209,autre,contraire,adjectives,4,3,2,2,4,4,0,0,1,5
1210,honteux,contrarié,adjectives,0,3,2,1,1,1,0,0,1,4
1211,apparent,évident,adjectives,6,5,2,4,5,4,4,6,5,4
1212,massif,astronomique,adjectives,6,4,0,4,4,3,2,1,5,2
1213,exotique,rare,adjectives,5,5,4,3,4,5,5,5,5,5
1214,extraverti,agréable,adjectives,0,3,3,0,0,4,3,1,3,1
1215,agité,jeune,adjectives,0,4,2,0,0,1,0,0,1,4
1216,sale,étroit,adjectives,0,2,0,0,0,0,0,0,0,0
1217,mensuel,hebdomadaire,adjectives,1,4,3,2,2,4,4,2,2,4
1218,essentiel,nécessaire,adjectives,5,5,6,6,6,5,6,6,6,5
1219,détendu,stressé,adjectives,0,2,3,1,1,3,3,2,0,3
1220,grand,énorme,adjectives,5,5,3,6,4,5,5,3,5,5
1221,perceptible,évident,adjectives,2,4,4,0,4,4,4,4,4,4
